epoch	loss	acc	val_loss	val_acc
47	1.8303335254842585	0.21212121844291687	1.7942213349872165	0.2222222238779068
48	1.9867010188825203	0.1515151560306549	1.7865454355875652	0.2222222238779068
49	1.9904733643387302	0.09090909361839294	1.7860684659745958	0.2222222238779068
50	1.914260705312093	0.1818181872367859	1.861386325624254	0.1111111119389534
51	1.8837474476207385	0.21212121844291687	1.8673668967352972	0.1111111119389534
52	1.9467926603375059	0.1818181872367859	1.835656139585707	0.2222222238779068
53	1.978373368581136	0.1515151560306549	1.7871726883782282	0.2222222238779068
54	1.9447611028497869	0.12121212482452393	1.8179562091827393	0.1111111119389534
55	1.9174617131551106	0.09090909361839294	1.822718964682685	0.1111111119389534
56	1.818853522792007	0.1818181872367859	1.8117466502719455	0.2222222238779068
57	1.9030308578953599	0.24242424964904785	1.8243889808654785	0.2222222238779068
58	1.8736452731219204	0.12121212482452393	1.8330534166759915	0.1111111119389534
59	1.926638176946929	0.1515151560306549	1.8535710440741644	0.1111111119389534
60	1.9024529746084502	0.1818181872367859	1.8276394208272297	0.2222222238779068
61	1.8949993884924687	0.21212121844291687	1.8800132539537218	0.1111111119389534
62	1.9384062723679976	0.12121212482452393	1.7905336221059163	0.1111111119389534
63	1.8140623858480742	0.21212121844291687	1.7466419405407376	0.1111111119389534
64	1.6896524357073235	0.21212121844291687	1.6474016507466633	0.2222222238779068
65	1.700371099240852	0.24242424964904785	1.547885603374905	0.4444444477558136
66	1.4251208088614724	0.4545454680919647	1.2666798167758517	0.7777777910232544
67	1.2887648091171726	0.5757575631141663	0.9735542668236626	0.7777777910232544
68	0.7964970090172507	0.7878788113594055	0.6214409073193868	1.0
69	0.6344735405661843	0.7878788113594055	0.39760098854700726	0.8888888955116272
70	0.5032471851869063	0.7878788113594055	0.2705637630489137	0.8888888955116272
71	0.36074307651230786	0.8787878751754761	0.24485552807648978	1.0
72	0.43157159808007156	0.7878788113594055	0.23570576144589317	0.8888888955116272
73	0.3539348849744508	0.7575757503509521	0.23385377642181185	0.8888888955116272
74	0.34840186843366333	0.8181818127632141	0.17669984036021763	1.0
75	0.4332702216325384	0.7575757503509521	0.21974003977245754	0.8888888955116272
76	0.36986375667832116	0.8181818127632141	0.20966050608290565	0.8888888955116272
77	0.36569229953668336	0.8181818127632141	0.25428907283478314	0.8888888955116272
78	0.4082592335162741	0.8484848737716675	0.2167763751414087	0.8888888955116272
79	0.31187602984860086	0.8787878751754761	0.15753581954373252	0.8888888955116272
80	0.29921115469893045	0.8181818127632141	0.1615485774560107	0.8888888955116272
81	0.33256685733795166	0.8181818127632141	0.16683027531123823	0.8888888955116272
82	0.25960582209694566	0.8787878751754761	0.20819057151675224	0.8888888955116272
83	0.45988972801150696	0.7575757503509521	0.24003227034376728	0.8888888955116272
84	0.2933636588806456	0.8181818127632141	0.1822995518644651	0.8888888955116272
85	0.31953441351652145	0.7878788113594055	0.1643634620640013	1.0
86	0.25246522108544456	0.8787878751754761	0.21125227875179714	0.8888888955116272
87	0.28586324123722134	0.8181818127632141	0.17337366938591003	0.8888888955116272
88	0.2665185220257351	0.8787878751754761	0.16686939427422154	0.8888888955116272
89	0.2404367025151397	0.8787878751754761	0.16512884851545095	0.8888888955116272
90	0.2524468657193762	0.8484848737716675	0.1632868011171619	0.8888888955116272
91	0.2842403102779027	0.8181818127632141	0.14443477212140957	0.8888888955116272
92	0.21103987013074485	0.8787878751754761	0.16906894940055078	0.8888888955116272
93	0.20663350097355293	0.9090909361839294	0.16193494573235512	0.8888888955116272
94	0.24540607749738477	0.8484848737716675	0.12965037259790632	1.0
95	0.31270397251302545	0.7878788113594055	0.24704907337824503	0.8888888955116272
96	0.26017816680850403	0.9090909361839294	0.14207269002993902	0.8888888955116272
97	0.24776045978069305	0.9090909361839294	0.1481829612619347	0.8888888955116272
98	0.2020635332234881	0.939393937587738	0.16436761741836867	0.8888888955116272
99	0.2183125249999152	0.8787878751754761	0.1497935721029838	0.8888888955116272
